,gene,sg^Ind1^Rep1^CellType
773,gene-972,0.10661775613370147
774,gene-973,-0.0006243499671184768
775,gene-974,0.0003532236504746499
776,gene-975,0.1487512803787218
777,gene-977,0.18227169058762985
778,gene-978,-0.3757750350114116
779,gene-979,-0.07871193594198186
780,gene-980,-0.3118743643614258
781,gene-981,0.01712495898552288
782,gene-982,-0.10106572206509054
783,gene-983,0.17504712655142637
784,gene-984,0.21549981412055166
785,gene-985,0.07613807086460139
786,gene-986,0.22180250120658224
787,gene-987,0.04145525815859228
788,gene-988,-0.03577007958667265
789,gene-989,0.001402788846100216
790,gene-990,0.1131917472385241
791,gene-991,0.035285630453103074
792,gene-992,0.34927640811499927
793,gene-993,-0.0044491869654236325
794,gene-994,-0.08539044663937648
795,gene-995,0.04778117608059061
796,gene-996,0.18142437732533173
797,gene-997,-0.04902686206578015
798,gene-998,-0.21612016735842587
799,gene-999,-0.3899620663155687
800,gene-1000,0.19042133686382806
801,gene-1001,0.15639966166625988
802,gene-1003,0.13525796867088852
803,gene-1004,-0.07616014345313721
804,gene-1005,0.024252943780497888
805,gene-1006,0.26546657137987134
806,gene-1007,0.30227622547424454
807,gene-1008,0.13309476998369257
808,gene-1009,0.3867398758722552
809,gene-1010,-0.23912033074403993
810,gene-1011,-0.23220149595504228
811,gene-1013,0.1666157138722858
812,gene-1014,-0.2343676622380571
813,gene-1015,0.1274997662130987
814,gene-1016,0.12107178022230522
